bar_index,300348.SZ,300735.SZ,688213.SH,001696.SZ,301363.SZ,301262.SZ,301348.SZ,300002.SZ,688630.SH,688088.SH,688400.SH,300723.SZ,300366.SZ,688766.SH,603103.SH,002920.SZ,603728.SH,300260.SZ,300693.SZ,688091.SH
205,11900.000000,73000.000000,44346.000000,24600.000000,1400.000000,400.000000,13500.000000,6600.000000,347.000000,7754.000000,251.000000,2900.000000,3200.000000,,300.000000,1500.000000,1100.000000,500.000000,2700.000000,0.000000
206,5100.000000,64800.000000,963.000000,22700.000000,200.000000,2600.000000,5400.000000,5800.000000,0.000000,9402.000000,200.000000,3400.000000,0.000000,,3200.000000,2500.000000,1300.000000,4200.000000,500.000000,1607.000000
207,4600.000000,37800.000000,1508.000000,27300.000000,1700.000000,600.000000,3100.000000,23700.000000,1283.000000,5256.000000,0.000000,600.000000,16100.000000,,2000.000000,2100.000000,37700.000000,8400.000000,1200.000000,3343.000000
208,13500.000000,30400.000000,1568.000000,7200.000000,900.000000,600.000000,4400.000000,7000.000000,748.000000,4029.000000,,0.000000,10300.000000,,300.000000,3500.000000,100.000000,25300.000000,3700.000000,300.000000
209,3300.000000,25600.000000,2250.000000,98100.000000,2200.000000,900.000000,6000.000000,14000.000000,0.000000,1709.000000,0.000000,500.000000,1300.000000,,100.000000,4400.000000,1200.000000,14400.000000,6000.000000,200.000000
210,0.000000,14500.000000,1047.000000,13300.000000,600.000000,300.000000,13500.000000,34700.000000,0.000000,29424.000000,996.000000,0.000000,10800.000000,,300.000000,1500.000000,900.000000,1500.000000,1400.000000,1854.000000
211,13900.000000,18300.000000,1072.000000,61700.000000,1200.000000,3400.000000,6400.000000,34500.000000,900.000000,2642.000000,7291.000000,0.000000,23800.000000,,2800.000000,1700.000000,3900.000000,6500.000000,3200.000000,200.000000
212,10900.000000,30900.000000,3238.000000,42800.000000,500.000000,6400.000000,1400.000000,42800.000000,0.000000,5102.000000,4000.000000,0.000000,33000.000000,,4800.000000,2000.000000,700.000000,2900.000000,900.000000,10031.000000
213,500.000000,41600.000000,200.000000,20900.000000,1100.000000,4400.000000,1100.000000,15000.000000,0.000000,3246.000000,0.000000,700.000000,200.000000,,100.000000,5000.000000,1200.000000,17400.000000,1200.000000,3330.000000
214,800.000000,17100.000000,7423.000000,13800.000000,300.000000,100.000000,1800.000000,14600.000000,206.000000,1697.000000,1807.000000,100.000000,14200.000000,,4100.000000,2900.000000,2100.000000,3000.000000,900.000000,5491.000000
215,14100.000000,26000.000000,2492.000000,74700.000000,900.000000,4300.000000,3300.000000,28500.000000,2802.000000,323.000000,833.000000,10400.000000,1700.000000,,0.000000,31200.000000,6200.000000,300.000000,1000.000000,7853.000000
216,5600.000000,49700.000000,1450.000000,97400.000000,300.000000,700.000000,3100.000000,20800.000000,200.000000,1000.000000,1200.000000,3400.000000,600.000000,,600.000000,9900.000000,2400.000000,4900.000000,2800.000000,0.000000
217,2500.000000,18500.000000,200.000000,46500.000000,1000.000000,5900.000000,300.000000,69500.000000,0.000000,2200.000000,0.000000,500.000000,500.000000,,900.000000,14300.000000,100.000000,2300.000000,2500.000000,212.000000
218,5700.000000,15400.000000,4608.000000,43200.000000,1400.000000,1000.000000,500.000000,24200.000000,700.000000,11527.000000,400.000000,100.000000,200.000000,,100.000000,6500.000000,900.000000,3100.000000,2900.000000,200.000000
219,1700.000000,36000.000000,1808.000000,63700.000000,1300.000000,2100.000000,600.000000,13100.000000,715.000000,3372.000000,2667.000000,700.000000,27000.000000,,1300.000000,6200.000000,700.000000,5900.000000,9100.000000,705.000000
220,2700.000000,44400.000000,1200.000000,66300.000000,1300.000000,20200.000000,11300.000000,12100.000000,0.000000,2325.000000,0.000000,400.000000,1100.000000,,700.000000,39700.000000,10500.000000,21100.000000,9900.000000,0.000000
221,14700.000000,17500.000000,200.000000,28800.000000,500.000000,200.000000,1600.000000,27500.000000,,2608.000000,200.000000,500.000000,0.000000,,100.000000,12100.000000,1600.000000,11500.000000,5200.000000,200.000000
222,23800.000000,78500.000000,233.000000,102900.000000,500.000000,1500.000000,2500.000000,15700.000000,0.000000,0.000000,0.000000,0.000000,21100.000000,,0.000000,10100.000000,3000.000000,17100.000000,400.000000,1157.000000
