bar_index,300348.SZ,300735.SZ,688213.SH,001696.SZ,301363.SZ,301262.SZ,301348.SZ,300002.SZ,688630.SH,688088.SH,688400.SH,300723.SZ,300366.SZ,688766.SH,603103.SH,002920.SZ,603728.SH,300260.SZ,300693.SZ,688091.SH
34,171184.000000,2809596.000000,366106.270000,2130815.000000,20031.000000,187499.000000,184475.660000,1141532.000000,12622.000000,386734.160000,226902.320000,109195.000000,76819.000000,,95031.000000,1359533.000000,2288637.000000,588008.000000,2197517.000000,183438.710000
35,199881.000000,3231573.000000,221451.140000,1488426.000000,40054.000000,149506.000000,102771.000000,592583.000000,386604.780000,221666.110000,13532.280000,25342.000000,45217.000000,,175200.000000,942763.000000,174065.000000,1048294.000000,367351.000000,324837.750000
36,235861.000000,3582272.000000,186010.960000,2250203.000000,348699.000000,115958.000000,1286657.000000,1237226.000000,167029.200000,249465.500000,493374.430000,424281.000000,832470.000000,,131549.000000,1216949.000000,696746.000000,528458.000000,250288.000000,164753.700000
37,135581.000000,1367528.000000,190729.240000,723574.000000,105455.000000,28954.000000,577048.000000,152233.000000,46496.000000,134750.750000,93651.100000,60194.000000,377930.000000,,42055.000000,914428.000000,799371.000000,289974.000000,199041.000000,13402.000000
38,240254.000000,1434575.000000,420317.810000,2565972.000000,167904.000000,80142.000000,280552.000000,604584.000000,37671.000000,918910.680000,171826.430000,184213.000000,84486.000000,,145186.000000,568754.000000,423076.000000,675400.000000,342564.000000,478759.350000
39,246268.000000,740964.000000,144897.440000,3263781.000000,330057.000000,11142.000000,2481405.000000,2130488.000000,503587.310000,277426.000000,134129.250000,1937.000000,218973.000000,,42050.000000,378697.000000,644597.000000,1476018.000000,217935.000000,4468.000000
40,121626.000000,1734154.000000,223425.000000,2856626.000000,68394.000000,69133.000000,521788.000000,1014876.000000,27928.200000,142519.860000,199624.020000,27118.000000,230574.000000,,93723.000000,2158532.000000,1689670.000000,264744.000000,207310.000000,39596.760000
41,236569.000000,1106722.000000,432606.420000,1448249.000000,79929.000000,20062.000000,564366.000000,141518.000000,0.000000,34202.000000,111966.720000,232337.000000,256502.000000,,51665.000000,2172669.000000,772378.000000,732255.000000,397816.000000,11365.960000
42,204379.000000,2652613.000000,261487.110000,1098260.000000,257069.000000,31216.000000,267302.000000,224335.000000,35034.820000,277257.180000,123047.830000,149282.000000,127767.000000,,105928.000000,584023.000000,439512.000000,324720.000000,367885.000000,15663.840000
43,25498.000000,1677354.000000,118175.880000,2115035.000000,99820.000000,46827.000000,333256.000000,129510.000000,68737.350000,55368.540000,35226.420000,137607.000000,111251.000000,,48877.000000,738780.000000,158308.000000,177742.000000,257599.000000,31111.200000
44,158569.000000,3944440.000000,212404.500000,1495498.000000,136680.000000,80280.000000,324251.000000,333089.000000,141334.200000,302014.660000,116486.250000,141516.000000,76014.000000,,51568.000000,1528718.000000,154366.000000,235531.000000,493978.000000,109309.630000
45,39645.000000,2743479.000000,524269.640000,1610799.000000,19938.000000,131374.000000,633387.000000,817471.000000,117147.370000,99558.150000,100856.900000,129989.000000,27259.000000,,179142.000000,883924.000000,324701.000000,274750.000000,234354.000000,72975.080000
46,168654.000000,1717589.000000,32741.100000,3210763.000000,76882.000000,482522.000000,480044.000000,731415.000000,37638.000000,105354.210000,51540.930000,38861.000000,45210.000000,,39331.000000,351704.000000,126846.000000,497756.000000,80235.000000,24149.540000
47,456633.000000,2471643.000000,172292.850000,1859510.000000,68296.000000,113383.000000,603072.000000,78869.000000,79944.750000,91647.540000,88996.470000,147416.000000,216775.000000,,124686.000000,420214.000000,253521.000000,359490.000000,342054.000000,13414.000000
48,226057.000000,1722906.000000,557974.780000,1770659.000000,162218.000000,226615.000000,1355961.000000,2845461.000000,592172.350000,386260.000000,218065.620000,36849.000000,149681.000000,,32482.000000,1954170.000000,383721.000000,685485.000000,204579.000000,401355.720000
49,272058.000000,2366680.000000,395739.850000,1821925.000000,53922.000000,26601.000000,191650.000000,515506.000000,51228.710000,311669.840000,203207.480000,42662.000000,390390.000000,,105525.000000,736383.000000,2030601.000000,342245.000000,75907.000000,25173.680000
50,598089.000000,2575125.000000,647901.690000,1121678.000000,76564.000000,135055.000000,822286.000000,283238.000000,83721.070000,242100.020000,91245.930000,137182.260000,250065.000000,,68997.000000,965734.000000,705198.000000,949192.000000,75856.000000,41736.710000
51,260868.000000,5708513.000000,299565.700000,2425976.000000,34018.000000,11065.000000,107433.000000,798088.000000,24912.000000,209448.540000,151384.000000,38835.000000,101959.000000,,55458.000000,3868509.000000,1305474.000000,744850.000000,172981.000000,263010.150000
52,75011.000000,2284115.000000,610007.110000,3033795.000000,96336.000000,79758.000000,619727.000000,639108.000000,0.000000,343036.150000,345875.700000,17477.000000,116942.000000,,68919.000000,1342796.000000,948179.000000,1089031.000000,293042.000000,66224.760000
53,43512.000000,1006772.000000,448342.790000,926821.000000,22669.000000,37701.000000,291334.000000,127516.000000,0.000000,68962.000000,25868.520000,0.000000,89845.000000,,182538.000000,940789.000000,701160.000000,674235.000000,352038.000000,4468.000000
54,26816.000000,2898896.000000,128662.260000,628681.000000,382817.000000,299170.000000,701975.000000,325715.000000,0.000000,471076.460000,6458.000000,9699.000000,84138.000000,,48682.000000,906940.000000,844764.000000,731408.000000,234119.000000,4468.000000
55,86000.000000,838807.000000,291490.600000,1012533.000000,79377.000000,42164.000000,366686.000000,309647.000000,70450.100000,201255.220000,6472.000000,7760.000000,12834.000000,,113550.000000,1377883.000000,394464.000000,397753.000000,80164.000000,5545.230000
56,268390.000000,1039092.000000,494743.770000,1093558.000000,22695.000000,82043.000000,382514.000000,819099.000000,70962.130000,1472773.130000,75917.600000,281232.000000,127738.000000,,245018.000000,2384889.000000,378744.000000,596957.000000,185667.000000,29096.480000
57,95459.000000,1234855.000000,123829.020000,1435478.000000,42543.000000,35441.000000,268784.000000,217762.000000,29662.800000,262889.670000,96673.440000,34909.000000,77733.000000,,5423.000000,378020.000000,51346.000000,199223.000000,651716.000000,26746.000000
58,157995.000000,734751.380000,394469.000000,670489.000000,280643.000000,35477.000000,441115.000000,261976.000000,188441.520000,391489.300000,83952.200000,19390.000000,99680.000000,,149008.000000,1159879.000000,146382.000000,271480.000000,282518.000000,29105.820000
59,38978.000000,871762.730000,107320.280000,988948.000000,22655.000000,19960.000000,169870.000000,221741.000000,147755.610000,161173.040000,4655.200000,23280.000000,163087.000000,,29767.000000,867839.000000,82983.000000,34952.000000,88539.000000,11314.240000
60,124913.000000,2835688.490000,142856.330000,914033.000000,5664.000000,44355.000000,348761.000000,371349.000000,0.000000,662651.160000,134286.820000,50426.000000,138232.000000,,41992.000000,1074738.000000,67166.000000,146046.000000,160168.000000,55680.780000
61,199209.000000,1136975.000000,216937.120000,845394.000000,25518.000000,153226.000000,149522.000000,323127.000000,736115.440000,160433.220000,211677.450000,168835.000000,74072.000000,,27113.000000,353341.000000,138261.000000,234803.000000,240130.000000,20088.000000
62,8076.000000,1010682.000000,9606.000000,1218876.000000,36881.000000,129181.000000,47928.000000,418229.000000,150471.860000,33904.160000,3244.000000,46608.000000,34985.000000,,321546.000000,1069517.000000,704256.000000,389909.000000,170753.000000,119921.760000
63,33652.000000,736617.000000,243882.090000,586516.000000,14160.000000,109160.000000,167863.000000,1247348.000000,27825.480000,42408.000000,24348.000000,9720.000000,17155.000000,,16308.000000,1999371.000000,233390.000000,268536.000000,301793.000000,10911.680000
64,158942.000000,2197253.000000,192598.210000,805716.000000,68107.000000,91366.000000,116910.000000,143203.000000,123109.870000,265590.380000,5599.350000,1943.000000,39336.000000,,57113.000000,283912.000000,162023.000000,283372.000000,325378.000000,24528.480000
65,140800.000000,440413.000000,114099.890000,771986.000000,2838.000000,470735.000000,434687.000000,717312.000000,66857.890000,49508.720000,16210.000000,0.000000,158802.000000,,66585.000000,789839.000000,75028.000000,196563.000000,211121.000000,13416.000000
66,352497.000000,881504.000000,389274.090000,241191.000000,36898.000000,48880.000000,77990.000000,297468.000000,12480.000000,202852.880000,194822.410000,99131.000000,127241.000000,,118274.000000,188579.000000,445649.000000,344560.000000,1307563.000000,8673.680000
67,124145.000000,510081.000000,930517.400000,610843.000000,122188.000000,104235.000000,68919.000000,1227990.000000,56151.000000,133244.600000,115095.130000,260398.000000,5005.000000,,20400.000000,453997.000000,247809.000000,59729.000000,733014.000000,26693.350000
68,166005.000000,2007478.000000,33617.000000,560370.000000,73838.000000,197727.000000,134791.000000,195203.000000,857705.190000,734100.580000,157998.650000,64154.000000,149428.000000,,35374.000000,470935.000000,456412.000000,133786.000000,376005.000000,122037.030000
69,66049.000000,1230611.000000,82616.020000,1128961.000000,22704.000000,33375.000000,110664.000000,531524.000000,119755.760000,518870.260000,131756.190000,50552.000000,96493.000000,,29920.000000,333880.000000,628933.000000,273462.000000,149907.000000,28947.890000
70,61516.000000,468733.000000,9582.000000,890996.000000,8520.000000,24475.000000,224193.000000,183102.000000,58036.880000,132121.960000,6484.000000,23334.000000,35733.000000,,168546.000000,1043705.000000,153411.000000,168499.000000,158336.000000,12468.360000
71,100050.000000,1287292.000000,57522.680000,1177318.000000,17033.000000,57910.000000,176070.000000,196005.000000,78515.370000,45217.600000,0.000000,36974.000000,57995.000000,,164544.000000,1539534.000000,98438.000000,275289.000000,86548.000000,73357.760000
72,154251.000000,1414460.000000,307087.100000,1775095.000000,62372.000000,4446.000000,50728.000000,162284.000000,105818.850000,73976.500000,9720.000000,40887.000000,6444.000000,,1360.000000,307985.000000,382171.000000,468205.000000,337435.000000,4460.000000
73,10816.000000,2355448.000000,69730.020000,750627.000000,8495.000000,244504.000000,140263.000000,188759.000000,35335.380000,56524.000000,25936.000000,1947.000000,22897.000000,,39440.000000,256852.000000,102402.000000,108789.000000,149678.000000,0.000000
74,53404.000000,1395555.000000,19138.000000,2895296.000000,19826.000000,22212.000000,369722.000000,298049.000000,15798.730000,422100.590000,9724.000000,0.000000,0.000000,,39408.000000,393886.000000,181168.000000,180592.000000,71707.000000,15760.740000
75,117155.000000,710266.000000,945759.440000,1396889.000000,2832.000000,88799.000000,318895.000000,229011.000000,268449.000000,175119.100000,32410.000000,0.000000,106440.000000,,38032.000000,428094.000000,338745.000000,1132092.000000,149667.000000,4458.000000
76,559420.000000,1441927.000000,164424.060000,876337.000000,56675.000000,82140.000000,205616.000000,978243.000000,78973.950000,560597.480000,154063.510000,0.000000,801098.000000,,197261.000000,959228.000000,74944.000000,227447.000000,208660.000000,5195.900000
77,210071.000000,763438.000000,28650.000000,1007903.000000,113556.000000,44415.000000,181608.000000,454006.000000,136692.980000,257312.090000,93133.500000,19471.000000,30133.000000,,2724.000000,650878.000000,59171.000000,213081.000000,67496.000000,14129.900000
78,70902.000000,1280309.000000,83918.330000,651480.000000,17049.000000,24411.000000,77370.000000,138237.000000,76512.240000,25051.070000,0.000000,33100.000000,2867.000000,,102075.000000,145761.000000,134007.000000,145551.000000,16880.000000,0.000000
79,325223.000000,841427.000000,236998.360000,1516747.000000,5681.000000,11095.000000,101170.000000,592603.000000,31262.400000,102230.000000,29597.060000,36993.000000,216956.000000,,39440.000000,334307.000000,271765.000000,164028.000000,75967.000000,4474.000000
80,281379.000000,983035.000000,445415.350000,1080702.000000,2842.000000,201929.000000,312289.000000,744092.000000,56169.000000,357402.480000,49908.940000,38920.000000,354616.000000,,42161.000000,188482.000000,173520.000000,241905.000000,54854.000000,17722.140000
81,4753.000000,1526431.000000,221400.300000,1383735.000000,90946.000000,88736.000000,306102.000000,2715735.000000,312260.710000,83620.000000,75076.200000,68054.000000,20020.000000,,105994.000000,607802.000000,519671.000000,651133.000000,54851.000000,87971.560000
82,21068.000000,1512134.000000,447880.110000,1803553.000000,31226.000000,33291.000000,374199.000000,863498.000000,0.000000,39424.000000,45297.000000,64205.000000,0.000000,,78755.000000,196864.000000,173179.000000,307456.000000,69645.000000,13702.560000
83,9506.000000,428936.000000,190618.160000,1633213.000000,113318.000000,37713.000000,542810.000000,422690.000000,12480.000000,72518.000000,55616.240000,0.000000,32877.000000,,31231.000000,350956.000000,90590.000000,456940.000000,171089.000000,4478.000000
84,156458.000000,347872.000000,423943.640000,1351773.000000,127430.000000,195540.000000,1033942.000000,1285742.000000,24900.390000,295566.540000,17738.080000,23376.000000,86481.000000,,72042.000000,822234.000000,240307.000000,393812.800000,332111.000000,9245.280000
85,96575.000000,651070.000000,240048.200000,1033616.000000,0.000000,86729.000000,590895.000000,675059.000000,1075147.000000,62131.000000,55336.000000,75871.000000,10010.000000,,25859.000000,394192.000000,102517.000000,201315.360000,59234.000000,4484.000000
86,63262.000000,1225180.000000,32127.350000,834428.000000,82129.000000,22237.000000,130868.000000,79614.000000,0.000000,146021.720000,3256.000000,0.000000,12908.000000,,25876.000000,308696.000000,421701.000000,113056.000000,464497.380000,8996.000000
87,38760.000000,1020689.000000,73119.790000,743029.000000,36820.000000,113427.000000,389500.000000,295916.000000,,169593.720000,14657.000000,1948.000000,87516.000000,,1361.000000,197316.000000,209031.000000,98725.000000,55048.000000,8972.000000
